episode,reward,epsilon,avg_temp,max_temp,avg_util
106,-650.0456869651981,0.5878229785513479,25.0,25.0,0.06329365074634552
107,-810.022628682485,0.5848838636585911,25.0,25.0,0.06230159103870392
108,-660.0112679814409,0.5819594443402982,25.0,25.0,0.05873016268014908
109,-570.0109699212305,0.5790496471185967,25.0,25.0,0.0625
110,-610.1000684958558,0.5761543988830038,25.0,25.0,0.06865079700946808
111,-670.0401642648227,0.5732736268885887,25.0,25.0,0.06468254327774048
112,-939.9357175988158,0.5704072587541458,25.0,25.0,0.05396825075149536
113,-809.9650366380906,0.567555222460375,25.0,25.0,0.05912698432803154
114,-789.9876472311205,0.5647174463480732,25.0,25.0,0.05992063879966736
115,-740.0153165803385,0.5618938591163328,25.0,25.0,0.06190476194024086
116,-849.9920509918029,0.5590843898207511,25.0,25.0,0.0575396865606308
117,-899.954494311712,0.5562889678716474,25.0,25.0,0.05535714700818062
118,-940.0031933936988,0.5535075230322891,25.0,25.0,0.05694444850087166
119,-779.9652360552687,0.5507399854171277,25.0,25.0,0.05932540073990822
120,-730.002545273025,0.547986285490042,25.0,25.0,0.0595238097012043
121,-770.0304371412941,0.5452463540625918,25.0,25.0,0.06071428582072258
122,-730.0583961190416,0.5425201222922789,25.0,25.0,0.06210317462682724
123,-710.0094792895046,0.5398075216808175,25.0,25.0,0.06309524178504944
124,-899.9355434567508,0.5371084840724134,25.0,25.0,0.05476190522313118
125,-810.1165679066143,0.5344229416520513,25.0,25.0,0.0625
126,-730.0950480780923,0.531750826943791,25.0,25.0,0.06269840896129608
127,-799.9524073617787,0.5290920728090721,25.0,25.0,0.05436507612466812
128,-839.9495957684258,0.5264466124450268,25.0,25.0,0.05714286118745804
129,-919.9617550315352,0.5238143793828016,25.0,25.0,0.0545634962618351
130,-680.1576145948012,0.5211953074858876,25.0,25.0,0.0694444477558136
131,-979.9259263294896,0.5185893309484582,25.0,25.0,0.05317460373044014
132,-789.9854605333293,0.5159963842937159,25.0,25.0,0.05992063879966736
133,-879.9950933909644,0.5134164023722473,25.0,25.0,0.05773809552192688
134,-830.004438901988,0.510849320360386,25.0,25.0,0.05833333358168602
135,-810.0263836971493,0.5082950737585841,25.0,25.0,0.05773809552192688
136,-789.9343448123548,0.5057535983897912,25.0,25.0,0.05496031790971756
137,-979.9585854320007,0.5032248303978422,25.0,25.0,0.05238095298409462
138,-999.9589998688334,0.500708706245853,25.0,25.0,0.0515873059630394
139,-979.914645041866,0.4982051627146237,25.0,25.0,0.04801587760448456
140,-680.0533189626728,0.49571413690105054,25.0,25.0,0.06210317090153694
141,-769.8836786220371,0.4932355662165453,25.0,25.0,0.05376984179019928
142,-729.9567383399813,0.4907693883854626,25.0,25.0,0.05714285746216774
143,-819.9493233390003,0.4883155414435353,25.0,25.0,0.05218254402279854
144,-889.9967927019305,0.4858739637363176,25.0,25.0,0.05515873432159424
145,-989.9794118599208,0.483444593917636,25.0,25.0,0.05396825820207596
146,-829.9816279219098,0.4810273709480478,25.0,25.0,0.05515873432159424
147,-989.9776145212849,0.47862223409330756,25.0,25.0,0.0535714291036129
148,-960.0254329954134,0.47622912292284103,25.0,25.0,0.05416666716337204
149,-1029.885931378779,0.4738479773082268,25.0,25.0,0.05019841343164444
150,-1049.9477206752952,0.47147873742168567,25.0,25.0,0.0496031753718853
151,-1029.923539966231,0.46912134373457726,25.0,25.0,0.05039682984352112
152,-1129.8517255752856,0.46677573701590436,25.0,25.0,0.04642857611179352
153,-1049.9466865457916,0.46444185833082485,25.0,25.0,0.0496031753718853
154,-1079.8834379499847,0.46211964903917074,25.0,25.0,0.04841269925236702
155,-1039.9074732903377,0.4598090507939749,25.0,25.0,0.05000000074505806
156,-979.9283022816317,0.457510005540005,25.0,25.0,0.05238095298409462
157,-1069.8903213829783,0.45522245551230495,25.0,25.0,0.04880952462553978
158,-889.9709454316459,0.4529463432347434,25.0,25.0,0.05595238134264946
159,-1039.9316136095388,0.4506816115185697,25.0,25.0,0.05000000074505806
160,-1179.8831628319601,0.4484282034609769,25.0,25.0,0.04444444924592972
161,-1149.8789748337265,0.446186062443672,25.0,25.0,0.045634925365448
162,-1079.9150197618271,0.4439551321314536,25.0,25.0,0.04841269925236702
163,-1209.8530050585475,0.4417353564707963,25.0,25.0,0.04325397312641144
164,-899.9423165823332,0.43952667968844233,25.0,25.0,0.05515873432159424
165,-1199.889405605619,0.43732904629000013,25.0,25.0,0.04285714775323868
166,-1019.9071779423198,0.4351424010585501,25.0,25.0,0.05079365149140358
167,-1359.7946384649674,0.43296668905325736,25.0,25.0,0.03730158880352974
168,-980.0247334670939,0.43080185560799106,25.0,25.0,0.05476190522313118
169,-1329.819049880189,0.4286478463299511,25.0,25.0,0.03750000149011612
170,-1219.908396032469,0.42650460709830135,25.0,25.0,0.04384921118617058
171,-1039.9134550360466,0.42437208406280985,25.0,25.0,0.04841269552707672
172,-1249.8825476360907,0.4222502236424958,25.0,25.0,0.04246031492948532
173,-1129.874043074862,0.42013897252428334,25.0,25.0,0.04642857238650322
174,-1109.8898073911707,0.4180382776616619,25.0,25.0,0.04702381044626236
175,-1189.8223903989326,0.4159480862733536,25.0,25.0,0.04285714402794838
176,-1259.8442440243764,0.41386834584198684,25.0,25.0,0.04107142984867096
177,-1229.8773967850764,0.4117990041127769,25.0,25.0,0.04325397312641144
178,-1179.9046049200817,0.40974000909221303,25.0,25.0,0.04503968730568886
179,-1259.8318875991918,0.40769130904675194,25.0,25.0,0.04186508059501648
180,-1279.847726305229,0.40565285250151817,25.0,25.0,0.04027777910232544
181,-1399.8347329493013,0.4036245882390106,25.0,25.0,0.0367063507437706
182,-1219.874298366836,0.4016064652978155,25.0,25.0,0.04285714402794838
183,-1169.8622402074955,0.3995984329713264,25.0,25.0,0.045634925365448
184,-1089.9315624554245,0.3976004408064698,25.0,25.0,0.04523809626698494
185,-1289.811392872119,0.39561243860243744,25.0,25.0,0.04007936641573906
186,-1069.9278917862396,0.3936343764094253,25.0,25.0,0.04880952462553978
187,-1179.8851366384392,0.39166620452737816,25.0,25.0,0.04444444924592972
188,-1139.915526642424,0.3897078735047413,25.0,25.0,0.04642857238650322
189,-1289.8163256939813,0.3877593341372176,25.0,25.0,0.03928571566939354
190,-1289.8242970585272,0.3858205374665315,25.0,25.0,0.0396825410425663
191,-1199.859407699867,0.38389143477919885,25.0,25.0,0.04305555671453476
192,-1279.8230256822378,0.3819719776053028,25.0,25.0,0.03511904925107956
193,-1169.892875406859,0.3800621177172763,25.0,25.0,0.04484127089381218
194,-1209.828362666977,0.37816180712868996,25.0,25.0,0.04285714402794838
195,-1399.783567578351,0.37627099809304654,25.0,25.0,0.0357142873108387
196,-1179.8630240115847,0.3743896431025813,25.0,25.0,0.04444444179534912
197,-1159.8746224314007,0.37251769488706843,25.0,25.0,0.04285714402794838
198,-1119.8604606200197,0.3706551064126331,25.0,25.0,0.0416666679084301
199,-1229.8135086301688,0.36880183088056995,25.0,25.0,0.04146825522184372
200,-1029.925439083215,0.3669578217261671,25.0,25.0,0.045634925365448
201,-1039.9087192788552,0.36512303261753626,25.0,25.0,0.0476190485060215
202,-1169.9515591498202,0.3632974174544486,25.0,25.0,0.04702381044626236
203,-1289.769824459208,0.3614809303671764,25.0,25.0,0.03134920820593834
204,-1279.8457445040897,0.3596735257153405,25.0,25.0,0.03591269999742508
205,-1329.7985442390564,0.3578751580867638,25.0,25.0,0.03432539850473404
206,-1299.7887951966743,0.35608578229633,25.0,25.0,0.0367063507437706
207,-1359.8046779292672,0.3543053533848483,25.0,25.0,0.032738097012043
208,-1199.882924939224,0.35253382661792404,25.0,25.0,0.0436507910490036
209,-1119.9015396225743,0.3507711574848344,25.0,25.0,0.04424603655934334
210,-1419.8081897436805,0.34901730169741024,25.0,25.0,0.03492063283920288
211,-1309.7392391915416,0.3472722151889232,25.0,25.0,0.02936508134007454
212,-1209.8157118872812,0.3455358541129786,25.0,25.0,0.03392857313156128
213,-1269.7695764617097,0.3438081748424137,25.0,25.0,0.03353174775838852
214,-1279.8725778010003,0.3420891339682016,25.0,25.0,0.03908730298280716
215,-1319.8083561658732,0.3403786882983606,25.0,25.0,0.03988095745444298
216,-1269.8342639296452,0.3386767948568688,25.0,25.0,0.03948412835597992
217,-1279.8968453249654,0.33698341088258443,25.0,25.0,0.04007936641573906
218,-1409.8072364126328,0.3352984938281715,25.0,25.0,0.03392857313156128
219,-1489.7974809038733,0.33362200135903064,25.0,25.0,0.03353174775838852
220,-1249.8331723214164,0.33195389135223546,25.0,25.0,0.04146825522184372
221,-1339.8217112986003,0.3302941218954743,25.0,25.0,0.03809523954987526
222,-1269.824172506812,0.32864265128599696,25.0,25.0,0.03809523954987526
223,-1249.8181764795286,0.326999438029567,25.0,25.0,0.03630952537059784
224,-1429.7530170945017,0.3253644408394192,25.0,25.0,0.02658730000257492
225,-1429.7620735583796,0.3237376186352221,25.0,25.0,0.02936508134007454
226,-1319.796523946071,0.322118930542046,25.0,25.0,0.03313492238521576
227,-1419.7580957527557,0.32050833588933575,25.0,25.0,0.02936508134007454
228,-1399.825822254975,0.31890579420988907,25.0,25.0,0.03551587462425232
229,-1379.8525122691924,0.3173112652388396,25.0,25.0,0.03710317611694336
230,-1469.8813659050095,0.3157247089126454,25.0,25.0,0.0357142873108387
231,-1369.9060693454621,0.3141460853680822,25.0,25.0,0.03948412835597992
232,-1269.7851552159898,0.3125753549412418,25.0,25.0,0.03452381119132042
233,-1429.7728604733857,0.31101247816653554,25.0,25.0,0.03194444626569748
234,-1229.7275276123844,0.30945741577570285,25.0,25.0,0.02341269701719284
235,-1479.7161484951466,0.3079101286968243,25.0,25.0,0.02797619067132473
236,-1399.8155873656162,0.3063705780533402,25.0,25.0,0.0357142873108387
237,-1339.8433366555773,0.30483872516307353,25.0,25.0,0.03789682686328888
238,-1349.883465130542,0.3033145315372582,25.0,25.0,0.0376984141767025
239,-1349.7986420741763,0.3017979588795719,25.0,25.0,0.03531746193766594
240,-1239.8321418988492,0.30028896908517405,25.0,25.0,0.03710317239165306
241,-1419.8724225543667,0.2987875242397482,25.0,25.0,0.03650793805718422
242,-1419.8207448557957,0.29729358661854943,25.0,25.0,0.03392857313156128
243,-1399.787997747494,0.29580711868545667,25.0,25.0,0.03412698581814766
244,-1339.779602474826,0.2943280830920294,25.0,25.0,0.03432539850473404
245,-1299.8250513093485,0.29285644267656924,25.0,25.0,0.03630952537059784
246,-1499.7406112884823,0.2913921604631864,25.0,25.0,0.0287698432803154
247,-1429.808560888946,0.28993519966087045,25.0,25.0,0.03293650969862938
248,-1349.8456568325448,0.2884855236625661,25.0,25.0,0.03412698581814766
249,-1469.7565913594972,0.28704309604425327,25.0,25.0,0.02857142873108387
250,-1489.741418021006,0.285607880564032,25.0,25.0,0.02678571455180645
251,-1409.7919330895193,0.28417984116121187,25.0,25.0,0.03690476343035698
252,-1529.753954665791,0.2827589419554058,25.0,25.0,0.02996031753718853
253,-1419.80832553916,0.28134514724562876,25.0,25.0,0.03492063656449318
254,-1469.7951023572232,0.2799384215094006,25.0,25.0,0.03293650969862938
255,-1439.8231758506902,0.27853872940185365,25.0,25.0,0.0337301604449749
256,-1609.7594757094246,0.27714603575484437,25.0,25.0,0.02738095261156559
257,-1529.774815464415,0.2757603055760701,25.0,25.0,0.03134920448064804
258,-1499.7758623303898,0.2743815040481898,25.0,25.0,0.03194444626569748
259,-1529.7407234864302,0.2730095965279488,25.0,25.0,0.03055555745959282
260,-1439.7886068020084,0.27164454854530906,25.0,25.0,0.03015873022377491
261,-1479.7507653856755,0.2702863258025825,25.0,25.0,0.03075396828353405
262,-1499.7928799417161,0.2689348941735696,25.0,25.0,0.0317460335791111
263,-1609.786947948056,0.26759021970270175,25.0,25.0,0.02738095261156559
264,-1399.7965243688693,0.2662522686041882,25.0,25.0,0.03611111268401146
265,-1789.6964282623335,0.2649210072611673,25.0,25.0,0.02023809589445591
266,-1449.799381719492,0.26359640222486147,25.0,25.0,0.0337301604449749
267,-1589.7929171195378,0.26227842021373715,25.0,25.0,0.02817460522055626
268,-1449.8409342594748,0.2609670281126685,25.0,25.0,0.0337301604449749
269,-1599.7697985582797,0.25966219297210513,25.0,25.0,0.02777777798473835
270,-1549.7535971087605,0.2583638820072446,25.0,25.0,0.0297619067132473
271,-1539.7654792249957,0.2570720625972084,25.0,25.0,0.03015873022377491
272,-1429.8333508112937,0.25578670228422234,25.0,25.0,0.03452381119132042
273,-1569.8132377184108,0.25450776877280124,25.0,25.0,0.02896825410425663
274,-1589.7266770010554,0.2532352299289372,25.0,25.0,0.02817460522055626
275,-1599.779288397839,0.2519690537792925,25.0,25.0,0.02777777798473835
276,-1489.8109704676083,0.2507092085103961,25.0,25.0,0.03194444626569748
277,-1579.7616915585204,0.2494556624678441,25.0,25.0,0.02857143059372902
278,-1559.7635955639769,0.24820838415550486,25.0,25.0,0.02936508134007454
279,-1609.7798661080715,0.24696734223472733,25.0,25.0,0.02718253992497921
280,-1439.8078045375262,0.2457325055235537,25.0,25.0,0.03115079551935196
281,-1509.7478120902174,0.24450384299593592,25.0,25.0,0.02599206194281578
282,-1539.6982600863914,0.24328132378095624,25.0,25.0,0.02142857201397419
283,-1619.7346349695783,0.24206491716205145,25.0,25.0,0.0257936529815197
284,-1599.7458215203696,0.2408545925762412,25.0,25.0,0.02757936716079712
285,-1549.7537515265271,0.23965031961336,25.0,25.0,0.02956349216401577
286,-1419.832695291664,0.2384520680152932,25.0,25.0,0.03492063656449318
287,-1569.7530255181005,0.23725980767521673,25.0,25.0,0.02896825410425663
288,-1749.7602678783956,0.23607350863684065,25.0,25.0,0.02182539738714695
289,-1339.865909258714,0.23489314109365644,25.0,25.0,0.03809523954987526
290,-1449.8130016339037,0.23371867538818816,25.0,25.0,0.0337301604449749
291,-1649.7496160578648,0.23255008201124722,25.0,25.0,0.0257936529815197
292,-1459.8395355400985,0.231387331601191,25.0,25.0,0.03333333507180214
293,-1539.7826836231357,0.23023039494318503,25.0,25.0,0.03015873022377491
294,-1509.7974202280664,0.2290792429684691,25.0,25.0,0.03134920820593834
295,-1679.7313254982907,0.22793384675362674,25.0,25.0,0.02500000037252903
296,-1699.7191621499671,0.22679417751985861,25.0,25.0,0.02380952425301075
297,-1609.7839273941183,0.22566020663225933,25.0,25.0,0.02738095261156559
298,-1509.8021579446804,0.22453190559909803,25.0,25.0,0.03134920820593834
299,-1669.7369967455095,0.22340924607110255,25.0,25.0,0.0248015895485878
300,-1529.7929157452804,0.22229219984074702,25.0,25.0,0.03055555745959282
301,-1629.7444520640915,0.2211807388415433,25.0,25.0,0.02638889104127884
302,-1579.7950214773562,0.22007483514733558,25.0,25.0,0.02857142873108387
303,-1589.7530693315675,0.2189744609715989,25.0,25.0,0.02817460522055626
304,-1669.7380573126684,0.2178795886667409,25.0,25.0,0.02500000037252903
305,-1669.7412429410003,0.2167901907234072,25.0,25.0,0.02500000037252903
306,-1509.799421509075,0.21570623976979014,25.0,25.0,0.03115079551935196
307,-1619.7586190352238,0.21462770857094118,25.0,25.0,0.02678571455180645
308,-1509.7858232589324,0.21355457002808648,25.0,25.0,0.03134920820593834
309,-1679.7396492281296,0.21248679717794605,25.0,25.0,0.02460317686200142
310,-1619.755890789442,0.21142436319205632,25.0,25.0,0.02698412910103798
311,-1679.7766269450926,0.21036724137609603,25.0,25.0,0.02460317686200142
312,-1579.8209647573192,0.20931540516921554,25.0,25.0,0.02857142873108387
313,-1569.8220562859851,0.20826882814336947,25.0,25.0,0.02896825410425663
314,-1589.7660962049908,0.20722748400265262,25.0,25.0,0.02817460149526596
315,-1589.7636830999359,0.20619134658263935,25.0,25.0,0.02817460522055626
316,-1569.7813740245344,0.20516038984972615,25.0,25.0,0.02896825410425663
317,-1719.735291474599,0.2041345879004775,25.0,25.0,0.02301587350666523
318,-1649.7440974410513,0.2031139149609751,25.0,25.0,0.0257936529815197
319,-1639.7463283768118,0.20209834538617025,25.0,25.0,0.02619047649204731
320,-1649.753781253455,0.2010878536592394,25.0,25.0,0.0257936529815197
321,-1559.7839047333264,0.2000824143909432,25.0,25.0,0.02936508134007454
322,-1709.712926432585,0.19908200231898848,25.0,25.0,0.02301587350666523
323,-1709.727105246111,0.19808659230739353,25.0,25.0,0.02341270074248314
324,-1599.7903213370344,0.19709615934585656,25.0,25.0,0.02380952425301075
325,-1639.7653357722645,0.19611067854912728,25.0,25.0,0.02619047649204731
326,-1759.7148083417842,0.19513012515638165,25.0,25.0,0.01944444514811039
327,-1469.7418472003317,0.19415447453059972,25.0,25.0,0.02777777798473835
328,-1669.7318071061682,0.19318370215794672,25.0,25.0,0.02500000037252903
329,-1649.770523985376,0.192217783647157,25.0,25.0,0.0257936529815197
330,-1729.7590790571955,0.1912566947289212,25.0,25.0,0.02261904813349247
331,-1639.7483559355544,0.1903004112552766,25.0,25.0,0.02619047649204731
332,-1669.7305938481138,0.18934890919900021,25.0,25.0,0.02500000037252903
333,-1589.7807526492634,0.18840216465300522,25.0,25.0,0.02817460522055626
334,-1859.6935843625422,0.18746015382974018,25.0,25.0,0.01746031828224659
335,-1679.7638216956918,0.1865228530605915,25.0,25.0,0.02400793507695198
336,-1789.7355580864548,0.18559023879528855,25.0,25.0,0.02023809589445591
337,-1599.7492426295635,0.1846622876013121,25.0,25.0,0.02777777798473835
338,-1589.7671732798008,0.18373897616330553,25.0,25.0,0.02738095261156559
339,-1609.755144938686,0.182820281282489,25.0,25.0,0.02559523843228817
340,-1689.803177737174,0.18190617987607657,25.0,25.0,0.02420634962618351
341,-1719.7289920470182,0.18099664897669618,25.0,25.0,0.02301587350666523
342,-1619.7425559077074,0.1800916657318127,25.0,25.0,0.02599206566810608
343,-1599.7328454809963,0.17919120740315364,25.0,25.0,0.02599206380546093
344,-1829.7073150602798,0.17829525136613786,25.0,25.0,0.01845238171517849
345,-1529.8088563809279,0.17740377510930716,25.0,25.0,0.03055555745959282
346,-1849.6602075561993,0.17651675623376062,25.0,25.0,0.01746031828224659
347,-1579.764542239195,0.1756341724525918,25.0,25.0,0.02857142873108387
348,-1759.7065749230674,0.17475600159032884,25.0,25.0,0.02142857201397419
349,-1759.687762154665,0.17388222158237718,25.0,25.0,0.02063492126762867
350,-1649.7660415092694,0.1730128104744653,25.0,25.0,0.02539682574570179
351,-1719.7337302193393,0.17214774642209296,25.0,25.0,0.02301587350666523
352,-1659.770424705405,0.1712870076899825,25.0,25.0,0.02539682574570179
353,-1729.75559905629,0.17043057265153258,25.0,25.0,0.02261904813349247
354,-1659.752957005825,0.16957841978827493,25.0,25.0,0.02440476231276989
355,-1699.7721301833963,0.16873052768933355,25.0,25.0,0.02380952425301075
356,-1679.7306614647177,0.1678868750508869,25.0,25.0,0.02242063730955124
357,-1659.7218323344925,0.16704744067563246,25.0,25.0,0.02202381007373333
358,-1679.7004093079097,0.1662122034722543,25.0,25.0,0.02202381007373333
359,-1429.7774528587615,0.16538114245489302,25.0,25.0,0.02797619067132473
360,-1759.7113415568508,0.16455423674261854,25.0,25.0,0.02043650858104229
361,-1629.7351818838438,0.16373146555890544,25.0,25.0,0.01884920708835125
362,-1529.7911761139458,0.16291280823111093,25.0,25.0,0.03055555745959282
363,-1819.7240464146748,0.16209824418995536,25.0,25.0,0.01904761977493763
364,-1729.7577446744285,0.16128775296900558,25.0,25.0,0.02261904999613762
365,-1739.7172725607936,0.16048131420416054,25.0,25.0,0.02222222462296486
366,-1729.7171626988481,0.15967890763313974,25.0,25.0,0.02261904813349247
367,-1579.7881410594423,0.15888051309497406,25.0,25.0,0.02857142873108387
368,-1819.713722154279,0.1580861105294992,25.0,25.0,0.01904761977493763
369,-1729.742890354374,0.1572956799768517,25.0,25.0,0.02162698656320572
370,-1759.7399926214855,0.15650920157696743,25.0,25.0,0.01984127052128315
371,-1679.7597577867607,0.1557266555690826,25.0,25.0,0.02301587536931038
372,-1689.7150810636526,0.1549480222912372,25.0,25.0,0.01904761977493763
373,-1759.7923981452686,0.15417328217978102,25.0,25.0,0.02142857201397419
